Count,pred prob
188,4.3708942050035774e-05
189,4.4957952650246933e-05
190,4.9022499882273385e-05
191,3.781018846685459e-05
192,4.495734904928668e-05
193,3.4247824193584135e-05
194,4.650689127006702e-05
195,2.844188128070086e-05
196,4.034439402012616e-05
197,3.898529976323821e-05
198,4.186547805079644e-05
199,2.713263430305595e-05
200,3.914593488173262e-05
201,5.350846249231748e-05
202,3.460260464082218e-05
203,4.29041162348238e-05
204,3.4413663564321394e-05
205,3.649044504146528e-05
206,4.262468471468599e-05
207,3.948681424986722e-05
208,4.2750092432802456e-05
209,4.323596391787322e-05
210,2.6767769066632026e-05
211,2.7178636702552775e-05
212,3.580799368894615e-05
213,3.240028653795637e-05
214,4.3897431886496425e-05
215,2.372829923176824e-05
216,2.974546037098302e-05
217,3.2907313709018725e-05
218,3.1180337985040525e-05
219,2.9129167302127954e-05
220,3.103840818580006e-05
221,3.660969695423125e-05
222,3.513152315008434e-05
223,3.8512886235559006e-05
224,3.004824920969911e-05
225,2.8210939836944325e-05
226,2.4783732515954055e-05
227,3.123570788151504e-05
228,2.5459274679546393e-05
229,2.5192522591160272e-05
230,3.163879190130942e-05
231,3.4441032693327915e-05
232,2.8084177683400014e-05
233,2.595189094990921e-05
234,3.6224819380245034e-05
235,2.7921009117546113e-05
236,3.0468095359228814e-05
237,3.291134375853211e-05
238,3.216487057273822e-05
239,3.842859464102742e-05
240,1.8221375528223837e-05
241,3.0108756888931315e-05
242,3.2321716959441703e-05
243,2.192015668680805e-05
244,3.930815925601603e-05
245,2.601640487907343e-05
246,2.1507085494256625e-05
247,2.186056137060824e-05
248,2.4985846697621915e-05
249,3.4613254623951835e-05
250,2.1624746070997515e-05
251,2.1498573056596272e-05
252,2.047713408949804e-05
253,2.4033707105445653e-05
254,2.2700600761233613e-05
255,2.3477001357357466e-05
256,3.238753755974433e-05
257,1.9046686976352673e-05
258,2.314418241770856e-05
259,2.481084101647541e-05
260,2.554379371822793e-05
261,2.1292985028989574e-05
262,1.820968912733575e-05
263,1.8201080409865602e-05
264,1.6201936305282685e-05
265,2.5285186283140974e-05
266,2.5625291885304893e-05
267,2.2405526367183953e-05
268,3.360681381137399e-05
269,2.110734422730292e-05
270,1.647342813911696e-05
271,2.4677699745462645e-05
272,1.8135645044371756e-05
273,2.4448916616165352e-05
274,1.720834677385318e-05
275,2.280644740581983e-05
276,2.3654104975210407e-05
277,2.1798073048645516e-05
278,2.4109848346233003e-05
279,1.632962849848465e-05
280,1.912960965001053e-05
281,1.7542601285842154e-05
282,2.1324586362503905e-05
283,2.5626663538954916e-05
284,1.3234833715462509e-05
285,1.863332911447667e-05
286,2.057807513542889e-05
287,2.03912611908164e-05
288,1.6655202732299094e-05
289,1.89482329047569e-05
290,2.6418699582854883e-05
291,1.6968978840407225e-05
292,2.048524580829656e-05
293,2.739299458537022e-05
294,1.4185939175522705e-05
295,1.9515263577243583e-05
296,1.6370362077811585e-05
297,1.9830504114336577e-05
298,1.0824563082995963e-05
299,1.6410003071282453e-05
300,1.873582459637859e-05
