AC,Meth level,Gamma mew,Gamma sigma,Num sites,Type
21,9,1.27e-07,3.72e-08,12.0,Data
21,9,1.27e-07,3.72e-08,12.389710197648808,Theory
22,9,1.27e-07,3.72e-08,14.0,Data
22,9,1.27e-07,3.72e-08,11.59532771199242,Theory
23,9,1.27e-07,3.72e-08,11.0,Data
23,9,1.27e-07,3.72e-08,10.872168702060783,Theory
24,9,1.27e-07,3.72e-08,12.0,Data
24,9,1.27e-07,3.72e-08,10.212346235075167,Theory
25,9,1.27e-07,3.72e-08,8.0,Data
25,9,1.27e-07,3.72e-08,9.607666188032768,Theory
26,9,1.27e-07,3.72e-08,13.0,Data
26,9,1.27e-07,3.72e-08,9.051772416604171,Theory
27,9,1.27e-07,3.72e-08,11.0,Data
27,9,1.27e-07,3.72e-08,8.540157436660477,Theory
28,9,1.27e-07,3.72e-08,5.0,Data
28,9,1.27e-07,3.72e-08,8.07052479908359,Theory
29,9,1.27e-07,3.72e-08,13.0,Data
29,9,1.27e-07,3.72e-08,7.636631986212231,Theory
30,9,1.27e-07,3.72e-08,6.0,Data
30,9,1.27e-07,3.72e-08,7.231894537488028,Theory
31,9,1.27e-07,3.72e-08,5.0,Data
31,9,1.27e-07,3.72e-08,6.855647121580224,Theory
32,9,1.27e-07,3.72e-08,7.0,Data
32,9,1.27e-07,3.72e-08,6.50851039335759,Theory
33,9,1.27e-07,3.72e-08,9.0,Data
33,9,1.27e-07,3.72e-08,6.188165061364684,Theory
34,9,1.27e-07,3.72e-08,1.0,Data
34,9,1.27e-07,3.72e-08,5.891758133874853,Theory
35,9,1.27e-07,3.72e-08,4.0,Data
35,9,1.27e-07,3.72e-08,5.612560329119052,Theory
36,9,1.27e-07,3.72e-08,9.0,Data
36,9,1.27e-07,3.72e-08,5.3525285438191235,Theory
37,9,1.27e-07,3.72e-08,3.0,Data
37,9,1.27e-07,3.72e-08,5.112118431528331,Theory
38,9,1.27e-07,3.72e-08,5.0,Data
38,9,1.27e-07,3.72e-08,4.887759173872444,Theory
39,9,1.27e-07,3.72e-08,2.0,Data
39,9,1.27e-07,3.72e-08,4.676699483206377,Theory
40,9,1.27e-07,3.72e-08,6.0,Data
40,9,1.27e-07,3.72e-08,4.479347794328334,Theory
41,9,1.27e-07,3.72e-08,7.0,Data
41,9,1.27e-07,3.72e-08,4.29166668055999,Theory
42,9,1.27e-07,3.72e-08,5.0,Data
42,9,1.27e-07,3.72e-08,4.113109095599747,Theory
43,9,1.27e-07,3.72e-08,3.0,Data
43,9,1.27e-07,3.72e-08,3.9456500744943837,Theory
44,9,1.27e-07,3.72e-08,4.0,Data
44,9,1.27e-07,3.72e-08,3.7883653019717585,Theory
45,9,1.27e-07,3.72e-08,3.0,Data
45,9,1.27e-07,3.72e-08,3.6381108181631183,Theory
46,9,1.27e-07,3.72e-08,4.0,Data
46,9,1.27e-07,3.72e-08,3.4941059499017,Theory
47,9,1.27e-07,3.72e-08,1.0,Data
47,9,1.27e-07,3.72e-08,3.357277892913387,Theory
48,9,1.27e-07,3.72e-08,4.0,Data
48,9,1.27e-07,3.72e-08,3.229391670236655,Theory
49,9,1.27e-07,3.72e-08,4.0,Data
49,9,1.27e-07,3.72e-08,3.108293400035202,Theory
50,9,1.27e-07,3.72e-08,2.0,Data
50,9,1.27e-07,3.72e-08,2.991700712610957,Theory
51,9,1.27e-07,3.72e-08,3.0,Data
51,9,1.27e-07,3.72e-08,2.8838926523310855,Theory
52,9,1.27e-07,3.72e-08,4.0,Data
52,9,1.27e-07,3.72e-08,2.7831916505518652,Theory
53,9,1.27e-07,3.72e-08,0.0,Data
53,9,1.27e-07,3.72e-08,2.6863518637865664,Theory
54,9,1.27e-07,3.72e-08,4.0,Data
54,9,1.27e-07,3.72e-08,2.594506511283623,Theory
55,9,1.27e-07,3.72e-08,5.0,Data
55,9,1.27e-07,3.72e-08,2.5074278205813036,Theory
56,9,1.27e-07,3.72e-08,2.0,Data
56,9,1.27e-07,3.72e-08,2.4275168459475336,Theory
57,9,1.27e-07,3.72e-08,3.0,Data
57,9,1.27e-07,3.72e-08,2.350592122911811,Theory
58,9,1.27e-07,3.72e-08,2.0,Data
58,9,1.27e-07,3.72e-08,2.2770711160186177,Theory
59,9,1.27e-07,3.72e-08,2.0,Data
59,9,1.27e-07,3.72e-08,2.204395434152055,Theory
60,9,1.27e-07,3.72e-08,0.0,Data
60,9,1.27e-07,3.72e-08,2.13545723302372,Theory
61,9,1.27e-07,3.72e-08,4.0,Data
61,9,1.27e-07,3.72e-08,2.071650321439571,Theory
62,9,1.27e-07,3.72e-08,3.0,Data
62,9,1.27e-07,3.72e-08,2.0117109050783193,Theory
63,9,1.27e-07,3.72e-08,3.0,Data
63,9,1.27e-07,3.72e-08,1.9548332660604084,Theory
64,9,1.27e-07,3.72e-08,1.0,Data
64,9,1.27e-07,3.72e-08,1.899207980555359,Theory
65,9,1.27e-07,3.72e-08,2.0,Data
65,9,1.27e-07,3.72e-08,1.847587066839098,Theory
66,9,1.27e-07,3.72e-08,0.0,Data
66,9,1.27e-07,3.72e-08,1.7992925135662234,Theory
67,9,1.27e-07,3.72e-08,0.0,Data
67,9,1.27e-07,3.72e-08,1.7513434072863434,Theory
68,9,1.27e-07,3.72e-08,0.0,Data
68,9,1.27e-07,3.72e-08,1.7054539492697822,Theory
69,9,1.27e-07,3.72e-08,0.0,Data
69,9,1.27e-07,3.72e-08,1.6607563952747053,Theory
70,9,1.27e-07,3.72e-08,1.0,Data
70,9,1.27e-07,3.72e-08,1.6170597236495194,Theory
71,9,1.27e-07,3.72e-08,3.0,Data
71,9,1.27e-07,3.72e-08,1.5758088944879194,Theory
72,9,1.27e-07,3.72e-08,2.0,Data
72,9,1.27e-07,3.72e-08,1.5364724685175144,Theory
73,9,1.27e-07,3.72e-08,1.0,Data
73,9,1.27e-07,3.72e-08,1.499241539302267,Theory
74,9,1.27e-07,3.72e-08,0.0,Data
74,9,1.27e-07,3.72e-08,1.4617300756301546,Theory
75,9,1.27e-07,3.72e-08,3.0,Data
75,9,1.27e-07,3.72e-08,1.4242301011375718,Theory
76,9,1.27e-07,3.72e-08,2.0,Data
76,9,1.27e-07,3.72e-08,1.3872884345755374,Theory
77,9,1.27e-07,3.72e-08,2.0,Data
77,9,1.27e-07,3.72e-08,1.3511403677610587,Theory
78,9,1.27e-07,3.72e-08,2.0,Data
78,9,1.27e-07,3.72e-08,1.3166012831655838,Theory
79,9,1.27e-07,3.72e-08,3.0,Data
79,9,1.27e-07,3.72e-08,1.2837346315292237,Theory
80,9,1.27e-07,3.72e-08,1.0,Data
80,9,1.27e-07,3.72e-08,1.2534521317883338,Theory
81,9,1.27e-07,3.72e-08,2.0,Data
81,9,1.27e-07,3.72e-08,1.2246093375697777,Theory
82,9,1.27e-07,3.72e-08,3.0,Data
82,9,1.27e-07,3.72e-08,1.1973426569964625,Theory
83,9,1.27e-07,3.72e-08,1.0,Data
83,9,1.27e-07,3.72e-08,1.1714669444396488,Theory
84,9,1.27e-07,3.72e-08,0.0,Data
84,9,1.27e-07,3.72e-08,1.1465487615638181,Theory
85,9,1.27e-07,3.72e-08,3.0,Data
85,9,1.27e-07,3.72e-08,1.1216661691220282,Theory
86,9,1.27e-07,3.72e-08,2.0,Data
86,9,1.27e-07,3.72e-08,1.0964884432186865,Theory
87,9,1.27e-07,3.72e-08,0.0,Data
87,9,1.27e-07,3.72e-08,1.070901633742713,Theory
88,9,1.27e-07,3.72e-08,1.0,Data
88,9,1.27e-07,3.72e-08,1.0452157427567093,Theory
89,9,1.27e-07,3.72e-08,1.0,Data
89,9,1.27e-07,3.72e-08,1.021601518290106,Theory
90,9,1.27e-07,3.72e-08,1.0,Data
90,9,1.27e-07,3.72e-08,1.0002885560875097,Theory
91,9,1.27e-07,3.72e-08,1.0,Data
91,9,1.27e-07,3.72e-08,0.9789314783937859,Theory
92,9,1.27e-07,3.72e-08,0.0,Data
92,9,1.27e-07,3.72e-08,0.9575225013107618,Theory
93,9,1.27e-07,3.72e-08,0.0,Data
93,9,1.27e-07,3.72e-08,0.9366685174685258,Theory
94,9,1.27e-07,3.72e-08,4.0,Data
94,9,1.27e-07,3.72e-08,0.9169518651996728,Theory
95,9,1.27e-07,3.72e-08,1.0,Data
95,9,1.27e-07,3.72e-08,0.8977283961629522,Theory
96,9,1.27e-07,3.72e-08,1.0,Data
96,9,1.27e-07,3.72e-08,0.8785907821464879,Theory
97,9,1.27e-07,3.72e-08,1.0,Data
97,9,1.27e-07,3.72e-08,0.8592852627985857,Theory
98,9,1.27e-07,3.72e-08,3.0,Data
98,9,1.27e-07,3.72e-08,0.8421274698488906,Theory
99,9,1.27e-07,3.72e-08,1.0,Data
99,9,1.27e-07,3.72e-08,0.8261603397298868,Theory
100,9,1.27e-07,3.72e-08,1.0,Data
100,9,1.27e-07,3.72e-08,0.8113815969976128,Theory
101,9,1.27e-07,3.72e-08,0.0,Data
101,9,1.27e-07,3.72e-08,0.7974798743122189,Theory
102,9,1.27e-07,3.72e-08,2.0,Data
102,9,1.27e-07,3.72e-08,0.7834377563776036,Theory
103,9,1.27e-07,3.72e-08,0.0,Data
103,9,1.27e-07,3.72e-08,0.768588644086801,Theory
104,9,1.27e-07,3.72e-08,1.0,Data
104,9,1.27e-07,3.72e-08,0.7539024034358324,Theory
105,9,1.27e-07,3.72e-08,0.0,Data
105,9,1.27e-07,3.72e-08,0.7398922614040744,Theory
106,9,1.27e-07,3.72e-08,0.0,Data
106,9,1.27e-07,3.72e-08,0.7271176130780973,Theory
107,9,1.27e-07,3.72e-08,1.0,Data
107,9,1.27e-07,3.72e-08,0.7141930975770844,Theory
108,9,1.27e-07,3.72e-08,0.0,Data
108,9,1.27e-07,3.72e-08,0.7011161194688836,Theory
109,9,1.27e-07,3.72e-08,1.0,Data
109,9,1.27e-07,3.72e-08,0.6876086025473133,Theory
110,9,1.27e-07,3.72e-08,1.0,Data
110,9,1.27e-07,3.72e-08,0.6746817292000759,Theory
111,9,1.27e-07,3.72e-08,0.0,Data
111,9,1.27e-07,3.72e-08,0.6631303275160482,Theory
112,9,1.27e-07,3.72e-08,1.0,Data
112,9,1.27e-07,3.72e-08,0.6520433956439136,Theory
113,9,1.27e-07,3.72e-08,1.0,Data
113,9,1.27e-07,3.72e-08,0.6406914049082892,Theory
114,9,1.27e-07,3.72e-08,0.0,Data
114,9,1.27e-07,3.72e-08,0.6295222095800007,Theory
115,9,1.27e-07,3.72e-08,0.0,Data
115,9,1.27e-07,3.72e-08,0.6196723580065673,Theory
116,9,1.27e-07,3.72e-08,1.0,Data
116,9,1.27e-07,3.72e-08,0.6101357144224168,Theory
117,9,1.27e-07,3.72e-08,0.0,Data
117,9,1.27e-07,3.72e-08,0.6003026827269128,Theory
118,9,1.27e-07,3.72e-08,0.0,Data
118,9,1.27e-07,3.72e-08,0.5911078239333019,Theory
119,9,1.27e-07,3.72e-08,1.0,Data
119,9,1.27e-07,3.72e-08,0.5808712510479678,Theory
120,9,1.27e-07,3.72e-08,2.0,Data
120,9,1.27e-07,3.72e-08,0.5707770785684565,Theory
121,9,1.27e-07,3.72e-08,0.0,Data
121,9,1.27e-07,3.72e-08,0.561354899090078,Theory
122,9,1.27e-07,3.72e-08,1.0,Data
122,9,1.27e-07,3.72e-08,0.5527852336445352,Theory
123,9,1.27e-07,3.72e-08,0.0,Data
123,9,1.27e-07,3.72e-08,0.5442113286297399,Theory
124,9,1.27e-07,3.72e-08,1.0,Data
124,9,1.27e-07,3.72e-08,0.5364823059664477,Theory
125,9,1.27e-07,3.72e-08,0.0,Data
125,9,1.27e-07,3.72e-08,0.5280433264347296,Theory
126,9,1.27e-07,3.72e-08,0.0,Data
126,9,1.27e-07,3.72e-08,0.5199211240097136,Theory
127,9,1.27e-07,3.72e-08,0.0,Data
127,9,1.27e-07,3.72e-08,0.5123114333855179,Theory
128,9,1.27e-07,3.72e-08,1.0,Data
128,9,1.27e-07,3.72e-08,0.5039700545958692,Theory
129,9,1.27e-07,3.72e-08,0.0,Data
129,9,1.27e-07,3.72e-08,0.4947367165391626,Theory
130,9,1.27e-07,3.72e-08,1.0,Data
130,9,1.27e-07,3.72e-08,0.4860990660094415,Theory
131,9,1.27e-07,3.72e-08,0.0,Data
131,9,1.27e-07,3.72e-08,0.47843187550806815,Theory
132,9,1.27e-07,3.72e-08,1.0,Data
132,9,1.27e-07,3.72e-08,0.4723232396611008,Theory
133,9,1.27e-07,3.72e-08,0.0,Data
133,9,1.27e-07,3.72e-08,0.46693423619438423,Theory
134,9,1.27e-07,3.72e-08,0.0,Data
134,9,1.27e-07,3.72e-08,0.46115494467039336,Theory
135,9,1.27e-07,3.72e-08,0.0,Data
135,9,1.27e-07,3.72e-08,0.4549463203875485,Theory
136,9,1.27e-07,3.72e-08,1.0,Data
136,9,1.27e-07,3.72e-08,0.4474528023812134,Theory
137,9,1.27e-07,3.72e-08,0.0,Data
137,9,1.27e-07,3.72e-08,0.44031883108016323,Theory
138,9,1.27e-07,3.72e-08,0.0,Data
138,9,1.27e-07,3.72e-08,0.4335945745793965,Theory
139,9,1.27e-07,3.72e-08,0.0,Data
139,9,1.27e-07,3.72e-08,0.4270094318086615,Theory
140,9,1.27e-07,3.72e-08,0.0,Data
140,9,1.27e-07,3.72e-08,0.42018576185743495,Theory
141,9,1.27e-07,3.72e-08,0.0,Data
141,9,1.27e-07,3.72e-08,0.4127194966085763,Theory
142,9,1.27e-07,3.72e-08,1.0,Data
142,9,1.27e-07,3.72e-08,0.40434503885415757,Theory
143,9,1.27e-07,3.72e-08,0.0,Data
143,9,1.27e-07,3.72e-08,0.3964869715473504,Theory
144,9,1.27e-07,3.72e-08,0.0,Data
144,9,1.27e-07,3.72e-08,0.39001622809497327,Theory
145,9,1.27e-07,3.72e-08,0.0,Data
145,9,1.27e-07,3.72e-08,0.3845575383204178,Theory
146,9,1.27e-07,3.72e-08,1.0,Data
146,9,1.27e-07,3.72e-08,0.3795830898975908,Theory
147,9,1.27e-07,3.72e-08,0.0,Data
147,9,1.27e-07,3.72e-08,0.374256441141616,Theory
148,9,1.27e-07,3.72e-08,1.0,Data
148,9,1.27e-07,3.72e-08,0.36950044034433543,Theory
149,9,1.27e-07,3.72e-08,0.0,Data
149,9,1.27e-07,3.72e-08,0.3656308790212329,Theory
150,9,1.27e-07,3.72e-08,1.0,Data
150,9,1.27e-07,3.72e-08,0.36170882637657303,Theory
151,9,1.27e-07,3.72e-08,0.0,Data
151,9,1.27e-07,3.72e-08,0.35812180239358615,Theory
152,9,1.27e-07,3.72e-08,0.0,Data
152,9,1.27e-07,3.72e-08,0.35441457558848133,Theory
153,9,1.27e-07,3.72e-08,2.0,Data
153,9,1.27e-07,3.72e-08,0.35100946076629536,Theory
154,9,1.27e-07,3.72e-08,0.0,Data
154,9,1.27e-07,3.72e-08,0.34763976870831503,Theory
155,9,1.27e-07,3.72e-08,0.0,Data
155,9,1.27e-07,3.72e-08,0.34398203912224196,Theory
156,9,1.27e-07,3.72e-08,0.0,Data
156,9,1.27e-07,3.72e-08,0.3392593203257926,Theory
157,9,1.27e-07,3.72e-08,0.0,Data
157,9,1.27e-07,3.72e-08,0.33457835877039993,Theory
158,9,1.27e-07,3.72e-08,1.0,Data
158,9,1.27e-07,3.72e-08,0.33059400214845913,Theory
159,9,1.27e-07,3.72e-08,0.0,Data
159,9,1.27e-07,3.72e-08,0.3268913628292267,Theory
160,9,1.27e-07,3.72e-08,0.0,Data
160,9,1.27e-07,3.72e-08,0.3226525470960062,Theory
161,9,1.27e-07,3.72e-08,0.0,Data
161,9,1.27e-07,3.72e-08,0.31803762921853684,Theory
162,9,1.27e-07,3.72e-08,0.0,Data
162,9,1.27e-07,3.72e-08,0.3139689612139348,Theory
163,9,1.27e-07,3.72e-08,1.0,Data
163,9,1.27e-07,3.72e-08,0.3101814021660552,Theory
164,9,1.27e-07,3.72e-08,1.0,Data
164,9,1.27e-07,3.72e-08,0.3066860585628117,Theory
165,9,1.27e-07,3.72e-08,0.0,Data
165,9,1.27e-07,3.72e-08,0.3034049092737175,Theory
166,9,1.27e-07,3.72e-08,0.0,Data
166,9,1.27e-07,3.72e-08,0.30004335938921434,Theory
167,9,1.27e-07,3.72e-08,0.0,Data
167,9,1.27e-07,3.72e-08,0.2966232424586648,Theory
168,9,1.27e-07,3.72e-08,0.0,Data
168,9,1.27e-07,3.72e-08,0.2936282761246629,Theory
169,9,1.27e-07,3.72e-08,0.0,Data
169,9,1.27e-07,3.72e-08,0.29050266201977465,Theory
170,9,1.27e-07,3.72e-08,0.0,Data
170,9,1.27e-07,3.72e-08,0.2872670511939067,Theory
171,9,1.27e-07,3.72e-08,0.0,Data
171,9,1.27e-07,3.72e-08,0.2839739692400119,Theory
172,9,1.27e-07,3.72e-08,0.0,Data
172,9,1.27e-07,3.72e-08,0.28020859885150046,Theory
173,9,1.27e-07,3.72e-08,0.0,Data
173,9,1.27e-07,3.72e-08,0.2764424332011331,Theory
174,9,1.27e-07,3.72e-08,1.0,Data
174,9,1.27e-07,3.72e-08,0.2728177111028063,Theory
175,9,1.27e-07,3.72e-08,0.0,Data
175,9,1.27e-07,3.72e-08,0.2701551684016638,Theory
176,9,1.27e-07,3.72e-08,0.0,Data
176,9,1.27e-07,3.72e-08,0.26778302153420763,Theory
177,9,1.27e-07,3.72e-08,0.0,Data
177,9,1.27e-07,3.72e-08,0.26487414170297036,Theory
178,9,1.27e-07,3.72e-08,0.0,Data
178,9,1.27e-07,3.72e-08,0.26173020283591986,Theory
179,9,1.27e-07,3.72e-08,0.0,Data
179,9,1.27e-07,3.72e-08,0.2587007656950019,Theory
180,9,1.27e-07,3.72e-08,0.0,Data
180,9,1.27e-07,3.72e-08,0.2559214242668683,Theory
181,9,1.27e-07,3.72e-08,0.0,Data
181,9,1.27e-07,3.72e-08,0.25336643810013315,Theory
182,9,1.27e-07,3.72e-08,0.0,Data
182,9,1.27e-07,3.72e-08,0.2508989538429534,Theory
183,9,1.27e-07,3.72e-08,0.0,Data
183,9,1.27e-07,3.72e-08,0.24839369119772878,Theory
184,9,1.27e-07,3.72e-08,0.0,Data
184,9,1.27e-07,3.72e-08,0.2457229604154008,Theory
185,9,1.27e-07,3.72e-08,0.0,Data
185,9,1.27e-07,3.72e-08,0.24304152147151276,Theory
186,9,1.27e-07,3.72e-08,0.0,Data
186,9,1.27e-07,3.72e-08,0.23994487052730773,Theory
187,9,1.27e-07,3.72e-08,0.0,Data
187,9,1.27e-07,3.72e-08,0.23754126110049212,Theory
188,9,1.27e-07,3.72e-08,0.0,Data
188,9,1.27e-07,3.72e-08,0.23546621700837825,Theory
189,9,1.27e-07,3.72e-08,1.0,Data
189,9,1.27e-07,3.72e-08,0.2335081335201837,Theory
190,9,1.27e-07,3.72e-08,0.0,Data
190,9,1.27e-07,3.72e-08,0.23184979947283138,Theory
191,9,1.27e-07,3.72e-08,1.0,Data
191,9,1.27e-07,3.72e-08,0.22987745840938334,Theory
192,9,1.27e-07,3.72e-08,0.0,Data
192,9,1.27e-07,3.72e-08,0.22784756840148443,Theory
193,9,1.27e-07,3.72e-08,0.0,Data
193,9,1.27e-07,3.72e-08,0.22533169641872655,Theory
194,9,1.27e-07,3.72e-08,0.0,Data
194,9,1.27e-07,3.72e-08,0.22299618085362902,Theory
195,9,1.27e-07,3.72e-08,1.0,Data
195,9,1.27e-07,3.72e-08,0.22008622288888868,Theory
196,9,1.27e-07,3.72e-08,0.0,Data
196,9,1.27e-07,3.72e-08,0.21711635761451023,Theory
197,9,1.27e-07,3.72e-08,0.0,Data
197,9,1.27e-07,3.72e-08,0.21433114783127408,Theory
198,9,1.27e-07,3.72e-08,1.0,Data
198,9,1.27e-07,3.72e-08,0.21194331222763413,Theory
199,9,1.27e-07,3.72e-08,1.0,Data
199,9,1.27e-07,3.72e-08,0.20911011046546937,Theory
200,9,1.27e-07,3.72e-08,0.0,Data
200,9,1.27e-07,3.72e-08,0.20632589047057337,Theory
0,10,1.35e-07,3.89e-08,5.0,Data
0,10,1.35e-07,3.89e-08,5.923184960410624,Theory
1,10,1.35e-07,3.89e-08,11.0,Data
1,10,1.35e-07,3.89e-08,12.304894124041176,Theory
2,10,1.35e-07,3.89e-08,21.0,Data
2,10,1.35e-07,3.89e-08,16.57402799687538,Theory
3,10,1.35e-07,3.89e-08,24.0,Data
3,10,1.35e-07,3.89e-08,18.650455883505174,Theory
4,10,1.35e-07,3.89e-08,15.0,Data
4,10,1.35e-07,3.89e-08,19.168997560516708,Theory
5,10,1.35e-07,3.89e-08,21.0,Data
5,10,1.35e-07,3.89e-08,18.75424033910659,Theory
6,10,1.35e-07,3.89e-08,11.0,Data
6,10,1.35e-07,3.89e-08,17.840812339667607,Theory
7,10,1.35e-07,3.89e-08,11.0,Data
7,10,1.35e-07,3.89e-08,16.701125315780313,Theory
8,10,1.35e-07,3.89e-08,14.0,Data
8,10,1.35e-07,3.89e-08,15.49693439317028,Theory
9,10,1.35e-07,3.89e-08,6.0,Data
9,10,1.35e-07,3.89e-08,14.314932994279085,Theory
10,10,1.35e-07,3.89e-08,22.0,Data
10,10,1.35e-07,3.89e-08,13.197671060198587,Theory
11,10,1.35e-07,3.89e-08,10.0,Data
11,10,1.35e-07,3.89e-08,12.161382533395932,Theory
12,10,1.35e-07,3.89e-08,20.0,Data
12,10,1.35e-07,3.89e-08,11.209109087619773,Theory
13,10,1.35e-07,3.89e-08,11.0,Data
13,10,1.35e-07,3.89e-08,10.342150196113495,Theory
14,10,1.35e-07,3.89e-08,10.0,Data
14,10,1.35e-07,3.89e-08,9.556374667111742,Theory
15,10,1.35e-07,3.89e-08,8.0,Data
15,10,1.35e-07,3.89e-08,8.845480250090711,Theory
16,10,1.35e-07,3.89e-08,10.0,Data
16,10,1.35e-07,3.89e-08,8.203086040709941,Theory
17,10,1.35e-07,3.89e-08,6.0,Data
17,10,1.35e-07,3.89e-08,7.620962408329408,Theory
18,10,1.35e-07,3.89e-08,7.0,Data
18,10,1.35e-07,3.89e-08,7.094053513609632,Theory
19,10,1.35e-07,3.89e-08,4.0,Data
19,10,1.35e-07,3.89e-08,6.616502978817487,Theory
20,10,1.35e-07,3.89e-08,7.0,Data
20,10,1.35e-07,3.89e-08,6.182836716130412,Theory
21,10,1.35e-07,3.89e-08,9.0,Data
21,10,1.35e-07,3.89e-08,5.787981396798332,Theory
22,10,1.35e-07,3.89e-08,9.0,Data
22,10,1.35e-07,3.89e-08,5.42742009414417,Theory
23,10,1.35e-07,3.89e-08,8.0,Data
23,10,1.35e-07,3.89e-08,5.097897289288518,Theory
24,10,1.35e-07,3.89e-08,5.0,Data
24,10,1.35e-07,3.89e-08,4.796184751718562,Theory
25,10,1.35e-07,3.89e-08,5.0,Data
25,10,1.35e-07,3.89e-08,4.518926944020621,Theory
26,10,1.35e-07,3.89e-08,2.0,Data
26,10,1.35e-07,3.89e-08,4.263407515474707,Theory
27,10,1.35e-07,3.89e-08,5.0,Data
27,10,1.35e-07,3.89e-08,4.027631639435015,Theory
28,10,1.35e-07,3.89e-08,5.0,Data
28,10,1.35e-07,3.89e-08,3.8104935494236267,Theory
29,10,1.35e-07,3.89e-08,6.0,Data
29,10,1.35e-07,3.89e-08,3.6095248872560775,Theory
30,10,1.35e-07,3.89e-08,5.0,Data
30,10,1.35e-07,3.89e-08,3.4220011107443646,Theory
31,10,1.35e-07,3.89e-08,1.0,Data
31,10,1.35e-07,3.89e-08,3.247327723573538,Theory
32,10,1.35e-07,3.89e-08,6.0,Data
32,10,1.35e-07,3.89e-08,3.0855897189767854,Theory
33,10,1.35e-07,3.89e-08,6.0,Data
33,10,1.35e-07,3.89e-08,2.9358999387488,Theory
34,10,1.35e-07,3.89e-08,2.0,Data
34,10,1.35e-07,3.89e-08,2.79710332015263,Theory
35,10,1.35e-07,3.89e-08,1.0,Data
35,10,1.35e-07,3.89e-08,2.666561944091326,Theory
36,10,1.35e-07,3.89e-08,1.0,Data
36,10,1.35e-07,3.89e-08,2.544684487298259,Theory
37,10,1.35e-07,3.89e-08,2.0,Data
37,10,1.35e-07,3.89e-08,2.431601048669693,Theory
38,10,1.35e-07,3.89e-08,2.0,Data
38,10,1.35e-07,3.89e-08,2.3259813745605755,Theory
39,10,1.35e-07,3.89e-08,1.0,Data
39,10,1.35e-07,3.89e-08,2.2266576635721527,Theory
40,10,1.35e-07,3.89e-08,0.0,Data
40,10,1.35e-07,3.89e-08,2.1336170855458176,Theory
41,10,1.35e-07,3.89e-08,3.0,Data
41,10,1.35e-07,3.89e-08,2.045311082049896,Theory
42,10,1.35e-07,3.89e-08,0.0,Data
42,10,1.35e-07,3.89e-08,1.9613462508614221,Theory
43,10,1.35e-07,3.89e-08,4.0,Data
43,10,1.35e-07,3.89e-08,1.8823561415012904,Theory
44,10,1.35e-07,3.89e-08,1.0,Data
44,10,1.35e-07,3.89e-08,1.8080291951402978,Theory
45,10,1.35e-07,3.89e-08,0.0,Data
45,10,1.35e-07,3.89e-08,1.7371649978529276,Theory
46,10,1.35e-07,3.89e-08,3.0,Data
46,10,1.35e-07,3.89e-08,1.669332176958566,Theory
47,10,1.35e-07,3.89e-08,1.0,Data
47,10,1.35e-07,3.89e-08,1.6047865331081754,Theory
48,10,1.35e-07,3.89e-08,3.0,Data
48,10,1.35e-07,3.89e-08,1.5441789819645657,Theory
49,10,1.35e-07,3.89e-08,0.0,Data
49,10,1.35e-07,3.89e-08,1.4867727765499603,Theory
50,10,1.35e-07,3.89e-08,0.0,Data
50,10,1.35e-07,3.89e-08,1.431654684771791,Theory
51,10,1.35e-07,3.89e-08,1.0,Data
51,10,1.35e-07,3.89e-08,1.3802974271910402,Theory
52,10,1.35e-07,3.89e-08,2.0,Data
52,10,1.35e-07,3.89e-08,1.3322051846261673,Theory
53,10,1.35e-07,3.89e-08,1.0,Data
53,10,1.35e-07,3.89e-08,1.2861477864801976,Theory
54,10,1.35e-07,3.89e-08,1.0,Data
54,10,1.35e-07,3.89e-08,1.2424087476719141,Theory
55,10,1.35e-07,3.89e-08,1.0,Data
55,10,1.35e-07,3.89e-08,1.200896778372847,Theory
56,10,1.35e-07,3.89e-08,4.0,Data
56,10,1.35e-07,3.89e-08,1.1624848273875212,Theory
57,10,1.35e-07,3.89e-08,0.0,Data
57,10,1.35e-07,3.89e-08,1.1257082277622505,Theory
58,10,1.35e-07,3.89e-08,1.0,Data
58,10,1.35e-07,3.89e-08,1.090583836269819,Theory
59,10,1.35e-07,3.89e-08,0.0,Data
59,10,1.35e-07,3.89e-08,1.0561286914567303,Theory
60,10,1.35e-07,3.89e-08,0.0,Data
60,10,1.35e-07,3.89e-08,1.0232931635275961,Theory
61,10,1.35e-07,3.89e-08,3.0,Data
61,10,1.35e-07,3.89e-08,0.9926598403018302,Theory
62,10,1.35e-07,3.89e-08,1.0,Data
62,10,1.35e-07,3.89e-08,0.9638327329468286,Theory
63,10,1.35e-07,3.89e-08,0.0,Data
63,10,1.35e-07,3.89e-08,0.9364895592939415,Theory
64,10,1.35e-07,3.89e-08,0.0,Data
64,10,1.35e-07,3.89e-08,0.9099202389510035,Theory
65,10,1.35e-07,3.89e-08,0.0,Data
65,10,1.35e-07,3.89e-08,0.8850579373774908,Theory
66,10,1.35e-07,3.89e-08,1.0,Data
66,10,1.35e-07,3.89e-08,0.861726322558354,Theory
67,10,1.35e-07,3.89e-08,0.0,Data
67,10,1.35e-07,3.89e-08,0.8388147244152879,Theory
68,10,1.35e-07,3.89e-08,0.0,Data
68,10,1.35e-07,3.89e-08,0.8168381910359861,Theory
69,10,1.35e-07,3.89e-08,1.0,Data
69,10,1.35e-07,3.89e-08,0.7954969030887256,Theory
70,10,1.35e-07,3.89e-08,0.0,Data
