AC,Meth level,Gamma mew,Gamma sigma,Num sites,Type
145,10,2.08e-07,5.69e-08,0.0,Data
145,10,2.08e-07,5.69e-08,0.2111280984939218,Theory
146,10,2.08e-07,5.69e-08,0.0,Data
146,10,2.08e-07,5.69e-08,0.20799704860931056,Theory
147,10,2.08e-07,5.69e-08,1.0,Data
147,10,2.08e-07,5.69e-08,0.20495504736497502,Theory
148,10,2.08e-07,5.69e-08,0.0,Data
148,10,2.08e-07,5.69e-08,0.20201523418342762,Theory
149,10,2.08e-07,5.69e-08,0.0,Data
149,10,2.08e-07,5.69e-08,0.19920845057738681,Theory
150,10,2.08e-07,5.69e-08,0.0,Data
150,10,2.08e-07,5.69e-08,0.1965167950386482,Theory
151,10,2.08e-07,5.69e-08,0.0,Data
151,10,2.08e-07,5.69e-08,0.19394003917416655,Theory
152,10,2.08e-07,5.69e-08,2.0,Data
152,10,2.08e-07,5.69e-08,0.19145712271999699,Theory
153,10,2.08e-07,5.69e-08,0.0,Data
153,10,2.08e-07,5.69e-08,0.18906935830119265,Theory
154,10,2.08e-07,5.69e-08,0.0,Data
154,10,2.08e-07,5.69e-08,0.18676684095896265,Theory
155,10,2.08e-07,5.69e-08,0.0,Data
155,10,2.08e-07,5.69e-08,0.1845244067041556,Theory
156,10,2.08e-07,5.69e-08,0.0,Data
156,10,2.08e-07,5.69e-08,0.18228100788855595,Theory
157,10,2.08e-07,5.69e-08,0.0,Data
157,10,2.08e-07,5.69e-08,0.18003585862383242,Theory
158,10,2.08e-07,5.69e-08,0.0,Data
158,10,2.08e-07,5.69e-08,0.177825721646937,Theory
159,10,2.08e-07,5.69e-08,0.0,Data
159,10,2.08e-07,5.69e-08,0.1756649739738585,Theory
160,10,2.08e-07,5.69e-08,1.0,Data
160,10,2.08e-07,5.69e-08,0.1735235200885841,Theory
161,10,2.08e-07,5.69e-08,0.0,Data
161,10,2.08e-07,5.69e-08,0.1713792703545359,Theory
162,10,2.08e-07,5.69e-08,0.0,Data
162,10,2.08e-07,5.69e-08,0.16925918413277485,Theory
163,10,2.08e-07,5.69e-08,0.0,Data
163,10,2.08e-07,5.69e-08,0.16717749366036178,Theory
164,10,2.08e-07,5.69e-08,0.0,Data
164,10,2.08e-07,5.69e-08,0.1651458344043768,Theory
165,10,2.08e-07,5.69e-08,1.0,Data
165,10,2.08e-07,5.69e-08,0.16316980604815612,Theory
166,10,2.08e-07,5.69e-08,1.0,Data
166,10,2.08e-07,5.69e-08,0.1612390748671092,Theory
167,10,2.08e-07,5.69e-08,0.0,Data
167,10,2.08e-07,5.69e-08,0.1593444734706159,Theory
168,10,2.08e-07,5.69e-08,1.0,Data
168,10,2.08e-07,5.69e-08,0.15750203671957091,Theory
169,10,2.08e-07,5.69e-08,0.0,Data
169,10,2.08e-07,5.69e-08,0.1557003617288056,Theory
170,10,2.08e-07,5.69e-08,1.0,Data
170,10,2.08e-07,5.69e-08,0.1539284440479031,Theory
171,10,2.08e-07,5.69e-08,0.0,Data
171,10,2.08e-07,5.69e-08,0.152179428960699,Theory
172,10,2.08e-07,5.69e-08,0.0,Data
172,10,2.08e-07,5.69e-08,0.1504274447012884,Theory
173,10,2.08e-07,5.69e-08,0.0,Data
173,10,2.08e-07,5.69e-08,0.1486719682972481,Theory
174,10,2.08e-07,5.69e-08,1.0,Data
174,10,2.08e-07,5.69e-08,0.14692164060310345,Theory
175,10,2.08e-07,5.69e-08,0.0,Data
175,10,2.08e-07,5.69e-08,0.14522505646578526,Theory
176,10,2.08e-07,5.69e-08,0.0,Data
176,10,2.08e-07,5.69e-08,0.14359402411820202,Theory
177,10,2.08e-07,5.69e-08,0.0,Data
177,10,2.08e-07,5.69e-08,0.14199466733651941,Theory
178,10,2.08e-07,5.69e-08,0.0,Data
178,10,2.08e-07,5.69e-08,0.14040869273480672,Theory
179,10,2.08e-07,5.69e-08,0.0,Data
179,10,2.08e-07,5.69e-08,0.13883892288390057,Theory
180,10,2.08e-07,5.69e-08,1.0,Data
180,10,2.08e-07,5.69e-08,0.1372964970133709,Theory
181,10,2.08e-07,5.69e-08,0.0,Data
181,10,2.08e-07,5.69e-08,0.1357905076361151,Theory
182,10,2.08e-07,5.69e-08,0.0,Data
182,10,2.08e-07,5.69e-08,0.13432177698515652,Theory
183,10,2.08e-07,5.69e-08,0.0,Data
183,10,2.08e-07,5.69e-08,0.13288406196657904,Theory
184,10,2.08e-07,5.69e-08,0.0,Data
184,10,2.08e-07,5.69e-08,0.13146507172906743,Theory
185,10,2.08e-07,5.69e-08,0.0,Data
185,10,2.08e-07,5.69e-08,0.13006138080240515,Theory
186,10,2.08e-07,5.69e-08,0.0,Data
186,10,2.08e-07,5.69e-08,0.12865095112879948,Theory
187,10,2.08e-07,5.69e-08,0.0,Data
187,10,2.08e-07,5.69e-08,0.12726793132216868,Theory
188,10,2.08e-07,5.69e-08,1.0,Data
188,10,2.08e-07,5.69e-08,0.12592835749895168,Theory
189,10,2.08e-07,5.69e-08,0.0,Data
189,10,2.08e-07,5.69e-08,0.12463405160330783,Theory
190,10,2.08e-07,5.69e-08,0.0,Data
190,10,2.08e-07,5.69e-08,0.12339412538508915,Theory
191,10,2.08e-07,5.69e-08,0.0,Data
191,10,2.08e-07,5.69e-08,0.12218669811173902,Theory
192,10,2.08e-07,5.69e-08,0.0,Data
192,10,2.08e-07,5.69e-08,0.1210030920776336,Theory
193,10,2.08e-07,5.69e-08,0.0,Data
193,10,2.08e-07,5.69e-08,0.11981593840422106,Theory
194,10,2.08e-07,5.69e-08,0.0,Data
194,10,2.08e-07,5.69e-08,0.1186331904569341,Theory
195,10,2.08e-07,5.69e-08,1.0,Data
195,10,2.08e-07,5.69e-08,0.11742758125497887,Theory
196,10,2.08e-07,5.69e-08,0.0,Data
196,10,2.08e-07,5.69e-08,0.11619817910919272,Theory
197,10,2.08e-07,5.69e-08,0.0,Data
197,10,2.08e-07,5.69e-08,0.11495830821459306,Theory
198,10,2.08e-07,5.69e-08,0.0,Data
198,10,2.08e-07,5.69e-08,0.11373104285276442,Theory
199,10,2.08e-07,5.69e-08,0.0,Data
199,10,2.08e-07,5.69e-08,0.11249533882698741,Theory
200,10,2.08e-07,5.69e-08,0.0,Data
200,10,2.08e-07,5.69e-08,0.11125356887925618,Theory
0,11,2.08e-07,4.88e-08,0.0,Data
0,11,2.08e-07,4.88e-08,0.2383926354666144,Theory
1,11,2.08e-07,4.88e-08,1.0,Data
1,11,2.08e-07,4.88e-08,0.7581555400791404,Theory
2,11,2.08e-07,4.88e-08,0.0,Data
2,11,2.08e-07,4.88e-08,1.440242131959476,Theory
3,11,2.08e-07,4.88e-08,3.0,Data
3,11,2.08e-07,4.88e-08,2.143323044255805,Theory
4,11,2.08e-07,4.88e-08,2.0,Data
4,11,2.08e-07,4.88e-08,2.770184869539551,Theory
5,11,2.08e-07,4.88e-08,3.0,Data
5,11,2.08e-07,4.88e-08,3.2749057420753105,Theory
6,11,2.08e-07,4.88e-08,7.0,Data
6,11,2.08e-07,4.88e-08,3.6476460154999937,Theory
7,11,2.08e-07,4.88e-08,1.0,Data
7,11,2.08e-07,4.88e-08,3.898547656710876,Theory
8,11,2.08e-07,4.88e-08,7.0,Data
8,11,2.08e-07,4.88e-08,4.046499058679592,Theory
9,11,2.08e-07,4.88e-08,6.0,Data
9,11,2.08e-07,4.88e-08,4.112258136404894,Theory
10,11,2.08e-07,4.88e-08,2.0,Data
10,11,2.08e-07,4.88e-08,4.114979467993867,Theory
11,11,2.08e-07,4.88e-08,5.0,Data
11,11,2.08e-07,4.88e-08,4.070768330216399,Theory
12,11,2.08e-07,4.88e-08,7.0,Data
12,11,2.08e-07,4.88e-08,3.992459675561446,Theory
13,11,2.08e-07,4.88e-08,2.0,Data
13,11,2.08e-07,4.88e-08,3.8902403445333005,Theory
14,11,2.08e-07,4.88e-08,5.0,Data
14,11,2.08e-07,4.88e-08,3.7720308874160717,Theory
15,11,2.08e-07,4.88e-08,0.0,Data
15,11,2.08e-07,4.88e-08,3.643863321436346,Theory
16,11,2.08e-07,4.88e-08,1.0,Data
16,11,2.08e-07,4.88e-08,3.5102873828773786,Theory
17,11,2.08e-07,4.88e-08,2.0,Data
17,11,2.08e-07,4.88e-08,3.3745856151208247,Theory
18,11,2.08e-07,4.88e-08,7.0,Data
18,11,2.08e-07,4.88e-08,3.2392000195758883,Theory
19,11,2.08e-07,4.88e-08,1.0,Data
19,11,2.08e-07,4.88e-08,3.1058969976435664,Theory
20,11,2.08e-07,4.88e-08,1.0,Data
20,11,2.08e-07,4.88e-08,2.975906384035414,Theory
21,11,2.08e-07,4.88e-08,1.0,Data
21,11,2.08e-07,4.88e-08,2.85003682824252,Theory
22,11,2.08e-07,4.88e-08,2.0,Data
22,11,2.08e-07,4.88e-08,2.728777871012764,Theory
23,11,2.08e-07,4.88e-08,2.0,Data
23,11,2.08e-07,4.88e-08,2.612428402190536,Theory
24,11,2.08e-07,4.88e-08,2.0,Data
24,11,2.08e-07,4.88e-08,2.5011382590509417,Theory
25,11,2.08e-07,4.88e-08,0.0,Data
25,11,2.08e-07,4.88e-08,2.3949135605290173,Theory
26,11,2.08e-07,4.88e-08,2.0,Data
26,11,2.08e-07,4.88e-08,2.2936626296589684,Theory
27,11,2.08e-07,4.88e-08,1.0,Data
27,11,2.08e-07,4.88e-08,2.1972527222796088,Theory
28,11,2.08e-07,4.88e-08,1.0,Data
28,11,2.08e-07,4.88e-08,2.105572455533488,Theory
29,11,2.08e-07,4.88e-08,2.0,Data
29,11,2.08e-07,4.88e-08,2.018449076263762,Theory
30,11,2.08e-07,4.88e-08,3.0,Data
30,11,2.08e-07,4.88e-08,1.9356107795641613,Theory
31,11,2.08e-07,4.88e-08,2.0,Data
31,11,2.08e-07,4.88e-08,1.8568165421247909,Theory
32,11,2.08e-07,4.88e-08,1.0,Data
32,11,2.08e-07,4.88e-08,1.7819198874266409,Theory
33,11,2.08e-07,4.88e-08,4.0,Data
33,11,2.08e-07,4.88e-08,1.7108030986424516,Theory
34,11,2.08e-07,4.88e-08,3.0,Data
34,11,2.08e-07,4.88e-08,1.6433338006429354,Theory
35,11,2.08e-07,4.88e-08,0.0,Data
35,11,2.08e-07,4.88e-08,1.5792616307507925,Theory
36,11,2.08e-07,4.88e-08,2.0,Data
36,11,2.08e-07,4.88e-08,1.5183944514514838,Theory
37,11,2.08e-07,4.88e-08,0.0,Data
37,11,2.08e-07,4.88e-08,1.460615440473792,Theory
38,11,2.08e-07,4.88e-08,3.0,Data
38,11,2.08e-07,4.88e-08,1.405780593768727,Theory
39,11,2.08e-07,4.88e-08,1.0,Data
39,11,2.08e-07,4.88e-08,1.3537041793793556,Theory
40,11,2.08e-07,4.88e-08,5.0,Data
40,11,2.08e-07,4.88e-08,1.3042318506197448,Theory
41,11,2.08e-07,4.88e-08,2.0,Data
41,11,2.08e-07,4.88e-08,1.2571582912776968,Theory
42,11,2.08e-07,4.88e-08,3.0,Data
42,11,2.08e-07,4.88e-08,1.212282240213377,Theory
43,11,2.08e-07,4.88e-08,0.0,Data
43,11,2.08e-07,4.88e-08,1.1694826447469062,Theory
44,11,2.08e-07,4.88e-08,2.0,Data
44,11,2.08e-07,4.88e-08,1.1286655165310329,Theory
45,11,2.08e-07,4.88e-08,1.0,Data
45,11,2.08e-07,4.88e-08,1.0896894524021874,Theory
46,11,2.08e-07,4.88e-08,3.0,Data
46,11,2.08e-07,4.88e-08,1.05240109938522,Theory
47,11,2.08e-07,4.88e-08,1.0,Data
47,11,2.08e-07,4.88e-08,1.016688573507735,Theory
48,11,2.08e-07,4.88e-08,1.0,Data
48,11,2.08e-07,4.88e-08,0.982511813199512,Theory
49,11,2.08e-07,4.88e-08,1.0,Data
49,11,2.08e-07,4.88e-08,0.9498126468679436,Theory
50,11,2.08e-07,4.88e-08,0.0,Data
50,11,2.08e-07,4.88e-08,0.9184829806291932,Theory
51,11,2.08e-07,4.88e-08,3.0,Data
51,11,2.08e-07,4.88e-08,0.8885122343705355,Theory
52,11,2.08e-07,4.88e-08,0.0,Data
52,11,2.08e-07,4.88e-08,0.8598890775316465,Theory
53,11,2.08e-07,4.88e-08,3.0,Data
53,11,2.08e-07,4.88e-08,0.8325289502322621,Theory
54,11,2.08e-07,4.88e-08,0.0,Data
54,11,2.08e-07,4.88e-08,0.8063611816316701,Theory
55,11,2.08e-07,4.88e-08,1.0,Data
55,11,2.08e-07,4.88e-08,0.781326746939106,Theory
56,11,2.08e-07,4.88e-08,1.0,Data
56,11,2.08e-07,4.88e-08,0.7574338533675035,Theory
57,11,2.08e-07,4.88e-08,2.0,Data
57,11,2.08e-07,4.88e-08,0.734617756635701,Theory
58,11,2.08e-07,4.88e-08,0.0,Data
58,11,2.08e-07,4.88e-08,0.7128063544597716,Theory
59,11,2.08e-07,4.88e-08,2.0,Data
59,11,2.08e-07,4.88e-08,0.6918783279875758,Theory
60,11,2.08e-07,4.88e-08,0.0,Data
60,11,2.08e-07,4.88e-08,0.67177765094196,Theory
61,11,2.08e-07,4.88e-08,0.0,Data
61,11,2.08e-07,4.88e-08,0.6525105730363534,Theory
62,11,2.08e-07,4.88e-08,0.0,Data
62,11,2.08e-07,4.88e-08,0.6340732405040994,Theory
63,11,2.08e-07,4.88e-08,0.0,Data
63,11,2.08e-07,4.88e-08,0.6164394648380465,Theory
64,11,2.08e-07,4.88e-08,1.0,Data
64,11,2.08e-07,4.88e-08,0.599538231425735,Theory
65,11,2.08e-07,4.88e-08,4.0,Data
65,11,2.08e-07,4.88e-08,0.5833560966212002,Theory
66,11,2.08e-07,4.88e-08,1.0,Data
66,11,2.08e-07,4.88e-08,0.5678864289745824,Theory
67,11,2.08e-07,4.88e-08,1.0,Data
67,11,2.08e-07,4.88e-08,0.5530563116068645,Theory
68,11,2.08e-07,4.88e-08,1.0,Data
68,11,2.08e-07,4.88e-08,0.5388188141410903,Theory
69,11,2.08e-07,4.88e-08,0.0,Data
69,11,2.08e-07,4.88e-08,0.5251233045001373,Theory
70,11,2.08e-07,4.88e-08,0.0,Data
70,11,2.08e-07,4.88e-08,0.5119189808233868,Theory
71,11,2.08e-07,4.88e-08,0.0,Data
71,11,2.08e-07,4.88e-08,0.4991941620452133,Theory
72,11,2.08e-07,4.88e-08,0.0,Data
72,11,2.08e-07,4.88e-08,0.4869392598563489,Theory
73,11,2.08e-07,4.88e-08,0.0,Data
73,11,2.08e-07,4.88e-08,0.4751497990351855,Theory
74,11,2.08e-07,4.88e-08,1.0,Data
74,11,2.08e-07,4.88e-08,0.46376889045433833,Theory
75,11,2.08e-07,4.88e-08,0.0,Data
75,11,2.08e-07,4.88e-08,0.45273541595629074,Theory
76,11,2.08e-07,4.88e-08,0.0,Data
76,11,2.08e-07,4.88e-08,0.4420078378916587,Theory
77,11,2.08e-07,4.88e-08,0.0,Data
77,11,2.08e-07,4.88e-08,0.4315612094418595,Theory
78,11,2.08e-07,4.88e-08,0.0,Data
78,11,2.08e-07,4.88e-08,0.4213968866710994,Theory
79,11,2.08e-07,4.88e-08,0.0,Data
79,11,2.08e-07,4.88e-08,0.41152555433081617,Theory
80,11,2.08e-07,4.88e-08,0.0,Data
80,11,2.08e-07,4.88e-08,0.40197968804010265,Theory
81,11,2.08e-07,4.88e-08,0.0,Data
81,11,2.08e-07,4.88e-08,0.39276863440701376,Theory
82,11,2.08e-07,4.88e-08,0.0,Data
82,11,2.08e-07,4.88e-08,0.38389546003684216,Theory
83,11,2.08e-07,4.88e-08,1.0,Data
83,11,2.08e-07,4.88e-08,0.37535723342010957,Theory
84,11,2.08e-07,4.88e-08,0.0,Data
84,11,2.08e-07,4.88e-08,0.3671397481862366,Theory
85,11,2.08e-07,4.88e-08,1.0,Data
85,11,2.08e-07,4.88e-08,0.35920592464756634,Theory
86,11,2.08e-07,4.88e-08,2.0,Data
86,11,2.08e-07,4.88e-08,0.3515082572785083,Theory
87,11,2.08e-07,4.88e-08,1.0,Data
87,11,2.08e-07,4.88e-08,0.34399936224834415,Theory
88,11,2.08e-07,4.88e-08,0.0,Data
88,11,2.08e-07,4.88e-08,0.3366447312084504,Theory
89,11,2.08e-07,4.88e-08,0.0,Data
89,11,2.08e-07,4.88e-08,0.32946760379302326,Theory
90,11,2.08e-07,4.88e-08,0.0,Data
90,11,2.08e-07,4.88e-08,0.32251228174127455,Theory
91,11,2.08e-07,4.88e-08,0.0,Data
91,11,2.08e-07,4.88e-08,0.3157694935479806,Theory
92,11,2.08e-07,4.88e-08,0.0,Data
92,11,2.08e-07,4.88e-08,0.3092124603361843,Theory
93,11,2.08e-07,4.88e-08,0.0,Data
93,11,2.08e-07,4.88e-08,0.30282695120562814,Theory
94,11,2.08e-07,4.88e-08,0.0,Data
94,11,2.08e-07,4.88e-08,0.2966182788057424,Theory
95,11,2.08e-07,4.88e-08,0.0,Data
95,11,2.08e-07,4.88e-08,0.29058246208886107,Theory
96,11,2.08e-07,4.88e-08,0.0,Data
96,11,2.08e-07,4.88e-08,0.2847029909197628,Theory
97,11,2.08e-07,4.88e-08,1.0,Data
97,11,2.08e-07,4.88e-08,0.2789555308278851,Theory
98,11,2.08e-07,4.88e-08,0.0,Data
98,11,2.08e-07,4.88e-08,0.2733692430058043,Theory
99,11,2.08e-07,4.88e-08,0.0,Data
99,11,2.08e-07,4.88e-08,0.26796585394507794,Theory
100,11,2.08e-07,4.88e-08,1.0,Data
100,11,2.08e-07,4.88e-08,0.2627605533497457,Theory
101,11,2.08e-07,4.88e-08,0.0,Data
101,11,2.08e-07,4.88e-08,0.2577576739684613,Theory
102,11,2.08e-07,4.88e-08,1.0,Data
102,11,2.08e-07,4.88e-08,0.252934424921184,Theory
103,11,2.08e-07,4.88e-08,0.0,Data
103,11,2.08e-07,4.88e-08,0.24824685510312997,Theory
104,11,2.08e-07,4.88e-08,0.0,Data
104,11,2.08e-07,4.88e-08,0.24367207262275858,Theory
105,11,2.08e-07,4.88e-08,1.0,Data
105,11,2.08e-07,4.88e-08,0.23920909973596727,Theory
106,11,2.08e-07,4.88e-08,0.0,Data
106,11,2.08e-07,4.88e-08,0.23487646749519364,Theory
107,11,2.08e-07,4.88e-08,0.0,Data
107,11,2.08e-07,4.88e-08,0.2306646399428799,Theory
108,11,2.08e-07,4.88e-08,0.0,Data
108,11,2.08e-07,4.88e-08,0.22655523960797522,Theory
109,11,2.08e-07,4.88e-08,0.0,Data
109,11,2.08e-07,4.88e-08,0.22252340602278237,Theory
110,11,2.08e-07,4.88e-08,0.0,Data
110,11,2.08e-07,4.88e-08,0.21856824300045008,Theory
111,11,2.08e-07,4.88e-08,0.0,Data
111,11,2.08e-07,4.88e-08,0.21471512239088228,Theory
112,11,2.08e-07,4.88e-08,0.0,Data
112,11,2.08e-07,4.88e-08,0.21097356177850396,Theory
113,11,2.08e-07,4.88e-08,0.0,Data
113,11,2.08e-07,4.88e-08,0.20732926384529146,Theory
114,11,2.08e-07,4.88e-08,2.0,Data
114,11,2.08e-07,4.88e-08,0.20377234701097244,Theory
115,11,2.08e-07,4.88e-08,1.0,Data
115,11,2.08e-07,4.88e-08,0.20032211560851743,Theory
116,11,2.08e-07,4.88e-08,0.0,Data
116,11,2.08e-07,4.88e-08,0.1969821539320855,Theory
117,11,2.08e-07,4.88e-08,1.0,Data
117,11,2.08e-07,4.88e-08,0.19373568714371897,Theory
118,11,2.08e-07,4.88e-08,0.0,Data
118,11,2.08e-07,4.88e-08,0.1905829387746238,Theory
119,11,2.08e-07,4.88e-08,0.0,Data
119,11,2.08e-07,4.88e-08,0.1874918466733342,Theory
120,11,2.08e-07,4.88e-08,0.0,Data
120,11,2.08e-07,4.88e-08,0.1844500027473574,Theory
121,11,2.08e-07,4.88e-08,0.0,Data
121,11,2.08e-07,4.88e-08,0.18146585638278215,Theory
122,11,2.08e-07,4.88e-08,0.0,Data
122,11,2.08e-07,4.88e-08,0.17855726036880978,Theory
123,11,2.08e-07,4.88e-08,0.0,Data
123,11,2.08e-07,4.88e-08,0.1757228738698856,Theory
124,11,2.08e-07,4.88e-08,0.0,Data
124,11,2.08e-07,4.88e-08,0.1729742530942147,Theory
125,11,2.08e-07,4.88e-08,0.0,Data
125,11,2.08e-07,4.88e-08,0.1702907864572366,Theory
126,11,2.08e-07,4.88e-08,0.0,Data
126,11,2.08e-07,4.88e-08,0.16766675506216244,Theory
127,11,2.08e-07,4.88e-08,0.0,Data
127,11,2.08e-07,4.88e-08,0.16510734430257024,Theory
128,11,2.08e-07,4.88e-08,0.0,Data
128,11,2.08e-07,4.88e-08,0.16259182957948937,Theory
129,11,2.08e-07,4.88e-08,0.0,Data
129,11,2.08e-07,4.88e-08,0.16008934489481538,Theory
130,11,2.08e-07,4.88e-08,1.0,Data
130,11,2.08e-07,4.88e-08,0.15760388204151934,Theory
131,11,2.08e-07,4.88e-08,0.0,Data
131,11,2.08e-07,4.88e-08,0.15515924871058107,Theory
132,11,2.08e-07,4.88e-08,0.0,Data
132,11,2.08e-07,4.88e-08,0.15279544800368708,Theory
133,11,2.08e-07,4.88e-08,0.0,Data
133,11,2.08e-07,4.88e-08,0.15053340356068146,Theory
134,11,2.08e-07,4.88e-08,0.0,Data
134,11,2.08e-07,4.88e-08,0.14835948485384445,Theory
135,11,2.08e-07,4.88e-08,0.0,Data
135,11,2.08e-07,4.88e-08,0.1462498959515709,Theory
136,11,2.08e-07,4.88e-08,0.0,Data
136,11,2.08e-07,4.88e-08,0.14416167005931432,Theory
137,11,2.08e-07,4.88e-08,1.0,Data
137,11,2.08e-07,4.88e-08,0.14208841375351822,Theory
138,11,2.08e-07,4.88e-08,0.0,Data
138,11,2.08e-07,4.88e-08,0.1400382066441759,Theory
139,11,2.08e-07,4.88e-08,0.0,Data
139,11,2.08e-07,4.88e-08,0.13801570011582423,Theory
140,11,2.08e-07,4.88e-08,0.0,Data
140,11,2.08e-07,4.88e-08,0.13601477498196268,Theory
141,11,2.08e-07,4.88e-08,0.0,Data
141,11,2.08e-07,4.88e-08,0.13401719651619387,Theory
142,11,2.08e-07,4.88e-08,0.0,Data
142,11,2.08e-07,4.88e-08,0.13199695330344188,Theory
143,11,2.08e-07,4.88e-08,0.0,Data
143,11,2.08e-07,4.88e-08,0.1299612602164484,Theory
144,11,2.08e-07,4.88e-08,0.0,Data
144,11,2.08e-07,4.88e-08,0.12794746735985218,Theory
145,11,2.08e-07,4.88e-08,1.0,Data
145,11,2.08e-07,4.88e-08,0.1259889704255656,Theory
146,11,2.08e-07,4.88e-08,0.0,Data
146,11,2.08e-07,4.88e-08,0.12410105299121421,Theory
147,11,2.08e-07,4.88e-08,0.0,Data
147,11,2.08e-07,4.88e-08,0.12227221701054894,Theory
148,11,2.08e-07,4.88e-08,0.0,Data
148,11,2.08e-07,4.88e-08,0.12050512735107896,Theory
149,11,2.08e-07,4.88e-08,0.0,Data
149,11,2.08e-07,4.88e-08,0.11881486729452236,Theory
150,11,2.08e-07,4.88e-08,0.0,Data
150,11,2.08e-07,4.88e-08,0.11719712350834673,Theory
151,11,2.08e-07,4.88e-08,0.0,Data
151,11,2.08e-07,4.88e-08,0.11565031922495934,Theory
152,11,2.08e-07,4.88e-08,0.0,Data
152,11,2.08e-07,4.88e-08,0.11416417851164173,Theory
153,11,2.08e-07,4.88e-08,0.0,Data
153,11,2.08e-07,4.88e-08,0.11273642061092151,Theory
154,11,2.08e-07,4.88e-08,0.0,Data
154,11,2.08e-07,4.88e-08,0.11136188588568197,Theory
155,11,2.08e-07,4.88e-08,0.0,Data
155,11,2.08e-07,4.88e-08,0.11002745765692885,Theory
156,11,2.08e-07,4.88e-08,0.0,Data
156,11,2.08e-07,4.88e-08,0.10870121096017546,Theory
157,11,2.08e-07,4.88e-08,0.0,Data
157,11,2.08e-07,4.88e-08,0.10737419059223142,Theory
158,11,2.08e-07,4.88e-08,0.0,Data
158,11,2.08e-07,4.88e-08,0.10606150189896658,Theory
159,11,2.08e-07,4.88e-08,0.0,Data
159,11,2.08e-07,4.88e-08,0.10477423594412268,Theory
160,11,2.08e-07,4.88e-08,0.0,Data
160,11,2.08e-07,4.88e-08,0.10350141407824195,Theory
161,11,2.08e-07,4.88e-08,0.0,Data
161,11,2.08e-07,4.88e-08,0.10222971141686471,Theory
162,11,2.08e-07,4.88e-08,0.0,Data
162,11,2.08e-07,4.88e-08,0.10096819953139113,Theory
163,11,2.08e-07,4.88e-08,1.0,Data
163,11,2.08e-07,4.88e-08,0.09972623047242114,Theory
164,11,2.08e-07,4.88e-08,0.0,Data
164,11,2.08e-07,4.88e-08,0.0985117590770722,Theory
165,11,2.08e-07,4.88e-08,0.0,Data
165,11,2.08e-07,4.88e-08,0.09732951395455017,Theory
166,11,2.08e-07,4.88e-08,0.0,Data
166,11,2.08e-07,4.88e-08,0.09617591728342172,Theory
167,11,2.08e-07,4.88e-08,0.0,Data
167,11,2.08e-07,4.88e-08,0.0950456629095022,Theory
168,11,2.08e-07,4.88e-08,0.0,Data
168,11,2.08e-07,4.88e-08,0.09394477035460719,Theory
169,11,2.08e-07,4.88e-08,0.0,Data
169,11,2.08e-07,4.88e-08,0.092869651789545,Theory
170,11,2.08e-07,4.88e-08,0.0,Data
170,11,2.08e-07,4.88e-08,0.09181413386279771,Theory
171,11,2.08e-07,4.88e-08,0.0,Data
171,11,2.08e-07,4.88e-08,0.09077338167553185,Theory
172,11,2.08e-07,4.88e-08,0.0,Data
172,11,2.08e-07,4.88e-08,0.08973413061513014,Theory
173,11,2.08e-07,4.88e-08,0.0,Data
173,11,2.08e-07,4.88e-08,0.0886925825376157,Theory
174,11,2.08e-07,4.88e-08,0.0,Data
174,11,2.08e-07,4.88e-08,0.08765192318916626,Theory
175,11,2.08e-07,4.88e-08,0.0,Data
175,11,2.08e-07,4.88e-08,0.08663573872573221,Theory
176,11,2.08e-07,4.88e-08,0.0,Data
176,11,2.08e-07,4.88e-08,0.08565604049816397,Theory
177,11,2.08e-07,4.88e-08,0.0,Data
177,11,2.08e-07,4.88e-08,0.0847001347557975,Theory
178,11,2.08e-07,4.88e-08,0.0,Data
178,11,2.08e-07,4.88e-08,0.08375586355866806,Theory
179,11,2.08e-07,4.88e-08,0.0,Data
179,11,2.08e-07,4.88e-08,0.08282130754420707,Theory
180,11,2.08e-07,4.88e-08,0.0,Data
180,11,2.08e-07,4.88e-08,0.08190125646274991,Theory
181,11,2.08e-07,4.88e-08,0.0,Data
181,11,2.08e-07,4.88e-08,0.08100130174211821,Theory
182,11,2.08e-07,4.88e-08,0.0,Data
182,11,2.08e-07,4.88e-08,0.08012333328737427,Theory
183,11,2.08e-07,4.88e-08,0.0,Data
183,11,2.08e-07,4.88e-08,0.07926491633682084,Theory
184,11,2.08e-07,4.88e-08,0.0,Data
184,11,2.08e-07,4.88e-08,0.07841964312231944,Theory
185,11,2.08e-07,4.88e-08,0.0,Data
185,11,2.08e-07,4.88e-08,0.0775841812686054,Theory
186,11,2.08e-07,4.88e-08,0.0,Data
186,11,2.08e-07,4.88e-08,0.07674745483974141,Theory
187,11,2.08e-07,4.88e-08,0.0,Data
187,11,2.08e-07,4.88e-08,0.07592235445054238,Theory
188,11,2.08e-07,4.88e-08,0.0,Data
188,11,2.08e-07,4.88e-08,0.0751200530565658,Theory
189,11,2.08e-07,4.88e-08,0.0,Data
189,11,2.08e-07,4.88e-08,0.0743443528503551,Theory
190,11,2.08e-07,4.88e-08,0.0,Data
190,11,2.08e-07,4.88e-08,0.07360040456328067,Theory
191,11,2.08e-07,4.88e-08,0.0,Data
191,11,2.08e-07,4.88e-08,0.07287938022393996,Theory
192,11,2.08e-07,4.88e-08,0.0,Data
192,11,2.08e-07,4.88e-08,0.07217471595341032,Theory
193,11,2.08e-07,4.88e-08,0.0,Data
